date,p (mbar),T (degC),Tpot (K),Tdew (degC),rh (%),VPmax (mbar),VPact (mbar),VPdef (mbar),sh (g/kg),H2OC (mmol/mol),rho (g/m**3),wv (m/s),max. wv (m/s),wd (deg),Tlog (degC),OT
2020-05-22 12:00:00,993.34,23.6,297.32,11.58,46.83,29.18,13.66,15.51,8.6,13.76,1160.03,1.34,2.12,98.1,35.75,399.8
2020-05-22 12:10:00,993.28,24.01,297.73,11.84,46.48,29.9,13.9,16.0,8.75,13.99,1158.26,1.64,3.5,234.8,35.93,399.7
2020-05-22 12:20:00,993.25,24.11,297.84,12.01,46.72,30.08,14.06,16.03,8.85,14.15,1157.76,3.26,5.72,223.9,36.13,400.9
2020-05-22 12:30:00,993.3,24.0,297.72,12.04,47.13,29.89,14.09,15.8,8.87,14.18,1158.24,2.83,4.52,243.5,36.31,401.2
2020-05-22 12:40:00,993.29,23.81,297.53,12.13,47.93,29.55,14.16,15.39,8.92,14.26,1158.93,2.35,4.8,225.1,36.38,400.9
2020-05-22 12:50:00,993.29,23.65,297.37,11.98,47.92,29.26,14.02,15.24,8.83,14.12,1159.62,2.94,4.92,253.0,36.36,401.2
2020-05-22 13:00:00,993.24,23.58,297.31,11.97,48.09,29.14,14.01,15.13,8.82,14.11,1159.84,2.57,4.38,238.9,36.26,401.2
2020-05-22 13:10:00,993.28,23.87,297.59,12.3,48.3,29.65,14.32,15.33,9.02,14.42,1158.62,2.3,3.96,226.0,36.11,400.0
2020-05-22 13:20:00,993.25,23.78,297.51,12.23,48.34,29.49,14.26,15.24,8.98,14.35,1158.96,2.73,5.16,216.2,35.97,400.3
2020-05-22 13:30:00,993.29,23.53,297.25,12.53,50.07,29.05,14.55,14.51,9.16,14.65,1159.86,1.18,2.68,267.0,35.88,400.4
2020-05-22 13:40:00,993.28,23.17,296.89,12.77,51.97,28.43,14.77,13.65,9.3,14.87,1161.15,1.01,1.68,320.3,35.8,399.6
2020-05-22 13:50:00,993.22,23.36,297.09,13.0,52.16,28.76,15.0,13.76,9.45,15.1,1160.24,0.83,1.96,356.0,35.66,398.9
2020-05-22 14:00:00,993.16,23.48,297.21,13.04,51.91,28.97,15.04,13.93,9.47,15.14,1159.69,1.18,2.36,1.86,35.57,397.9
2020-05-22 14:10:00,993.14,23.59,297.32,13.23,52.22,29.16,15.23,13.93,9.59,15.33,1159.15,0.87,1.7,347.4,35.55,397.1
2020-05-22 14:20:00,993.04,23.7,297.44,13.0,51.08,29.35,14.99,14.36,9.45,15.1,1158.7,0.83,2.08,284.4,35.55,397.7
2020-05-22 14:30:00,993.0,23.94,297.69,13.3,51.35,29.78,15.29,14.49,9.63,15.4,1157.59,1.01,2.4,328.2,35.56,396.3
2020-05-22 14:40:00,993.05,23.97,297.71,13.42,51.67,29.83,15.41,14.42,9.71,15.52,1157.48,0.61,1.68,316.5,35.6,395.8
2020-05-22 14:50:00,993.15,23.97,297.71,13.11,50.64,29.83,15.11,14.73,9.52,15.21,1157.72,1.42,3.32,288.9,35.65,397.8
2020-05-22 15:00:00,993.1,23.81,297.55,13.44,52.24,29.55,15.44,14.11,9.72,15.54,1158.15,2.19,3.84,18.69,35.69,396.4
2020-05-22 15:10:00,993.06,23.68,297.42,13.4,52.52,29.32,15.4,13.92,9.7,15.51,1158.63,0.92,2.38,322.6,35.68,397.0
2020-05-22 15:20:00,993.06,23.76,297.5,13.34,52.04,29.46,15.33,14.13,9.66,15.44,1158.34,0.61,2.36,47.74,35.65,396.9
2020-05-22 15:30:00,993.15,23.38,297.11,13.0,52.1,28.79,15.0,13.79,9.45,15.1,1160.08,1.24,2.7,288.1,35.59,398.5
2020-05-22 15:40:00,993.27,23.09,296.81,12.76,52.17,28.29,14.76,13.53,9.3,14.86,1161.46,0.85,2.2,202.6,35.52,400.0
2020-05-22 15:50:00,993.48,22.62,296.32,13.16,55.1,27.5,15.15,12.35,9.54,15.25,1163.38,1.51,4.92,11.46,35.44,399.4
2020-05-22 16:00:00,993.42,21.44,295.15,14.16,63.22,25.59,16.18,9.41,10.19,16.29,1167.51,3.89,6.65,22.14,35.36,396.1
2020-05-22 16:10:00,993.44,20.54,294.24,14.21,67.04,24.21,16.23,7.98,10.23,16.34,1171.09,3.94,7.65,38.31,34.97,393.9
2020-05-22 16:20:00,993.7,20.2,293.88,13.83,66.77,23.71,15.83,7.88,9.97,15.93,1172.93,1.71,4.4,29.18,34.44,394.1
2020-05-22 16:30:00,994.19,20.16,293.8,14.14,68.32,23.65,16.16,7.49,10.17,16.25,1173.53,1.99,4.32,251.2,33.9,394.4
2020-05-22 16:40:00,994.02,19.55,293.2,14.0,70.3,22.78,16.01,6.76,10.08,16.11,1175.84,2.25,4.68,206.4,33.44,400.6
2020-05-22 16:50:00,993.33,18.9,292.61,14.21,74.2,21.87,16.23,5.64,10.23,16.34,1177.53,1.4,2.12,148.2,33.09,403.6
2020-05-22 17:00:00,992.92,18.62,292.36,14.61,77.5,21.49,16.66,4.84,10.5,16.78,1177.98,1.55,3.02,191.9,32.58,403.5
2020-05-22 17:10:00,992.76,18.21,291.97,14.74,80.2,20.95,16.8,4.15,10.59,16.92,1179.39,2.95,4.56,201.6,32.01,401.4
2020-05-22 17:20:00,992.77,18.35,292.11,14.88,80.2,21.13,16.95,4.18,10.69,17.07,1178.76,1.87,3.98,176.0,31.51,400.2
2020-05-22 17:30:00,992.58,18.45,292.22,15.02,80.4,21.26,17.1,4.17,10.78,17.22,1178.07,1.89,3.12,166.9,31.06,400.5
2020-05-22 17:40:00,992.37,18.43,292.22,15.07,80.8,21.24,17.16,4.08,10.83,17.29,1177.87,1.08,2.16,173.5,30.67,402.9
2020-05-22 17:50:00,992.29,18.31,292.11,14.82,80.1,21.08,16.88,4.19,10.65,17.02,1178.38,1.78,3.52,172.3,30.36,405.7
2020-05-22 18:00:00,992.24,18.25,292.05,14.65,79.5,21.0,16.69,4.3,10.53,16.83,1178.65,2.31,3.96,177.8,30.12,407.5
2020-05-22 18:10:00,992.44,18.11,291.89,14.51,79.5,20.82,16.55,4.27,10.44,16.67,1179.52,2.48,3.96,165.6,29.91,408.7
2020-05-22 18:20:00,992.16,17.99,291.8,14.57,80.4,20.66,16.61,4.05,10.48,16.74,1179.64,2.26,3.64,148.7,29.69,409.9
2020-05-22 18:30:00,992.29,17.86,291.65,14.31,79.7,20.49,16.33,4.16,10.3,16.46,1180.45,1.34,3.08,157.4,29.47,409.9
2020-05-22 18:40:00,992.14,17.75,291.56,14.28,80.1,20.35,16.3,4.05,10.28,16.43,1180.73,2.29,3.76,168.4,29.27,410.3
2020-05-22 18:50:00,992.21,17.54,291.34,14.05,80.0,20.08,16.07,4.02,10.13,16.19,1181.78,2.58,4.04,178.2,29.08,411.5
2020-05-22 19:00:00,992.35,17.46,291.25,13.98,80.0,19.98,15.98,4.0,10.08,16.11,1182.31,1.7,3.04,171.3,28.89,412.2
2020-05-22 19:10:00,992.19,17.31,291.11,13.81,79.9,19.79,15.81,3.98,9.97,15.94,1182.8,2.05,3.08,152.7,28.72,413.4
2020-05-22 19:20:00,992.31,17.19,290.98,13.56,79.2,19.64,15.56,4.09,9.81,15.68,1183.55,1.79,2.76,184.4,28.55,414.5
2020-05-22 19:30:00,992.19,17.05,290.85,13.56,79.9,19.47,15.56,3.91,9.81,15.68,1183.98,1.59,2.56,197.2,28.36,415.8
2020-05-22 19:40:00,992.17,16.85,290.65,13.59,81.1,19.22,15.59,3.63,9.83,15.71,1184.76,1.83,2.44,201.2,28.2,417.2
2020-05-22 19:50:00,992.13,16.71,290.52,13.49,81.3,19.05,15.49,3.56,9.77,15.61,1185.33,1.74,2.2,190.7,28.04,417.6
2020-05-22 20:00:00,992.03,16.69,290.5,13.42,81.0,19.03,15.41,3.62,9.72,15.54,1185.32,1.53,2.52,188.2,27.88,418.3
2020-05-22 20:10:00,991.95,16.59,290.41,13.4,81.4,18.91,15.39,3.52,9.71,15.52,1185.65,1.79,2.84,199.9,27.71,420.1
2020-05-22 20:20:00,991.94,16.36,290.18,13.38,82.5,18.63,15.37,3.26,9.7,15.5,1186.58,2.04,2.64,208.0,27.55,420.6
2020-05-22 20:30:00,992.12,16.27,290.08,13.34,82.8,18.53,15.34,3.19,9.67,15.46,1187.18,2.32,2.96,209.1,27.39,419.4
2020-05-22 20:40:00,992.14,16.34,290.14,13.39,82.7,18.61,15.39,3.22,9.71,15.51,1186.9,2.01,2.72,206.1,27.21,419.1
2020-05-22 20:50:00,992.2,16.35,290.15,13.4,82.7,18.62,15.4,3.22,9.71,15.52,1186.93,2.06,2.82,192.5,27.02,419.0
2020-05-22 21:00:00,992.3,16.35,290.14,13.46,83.0,18.62,15.46,3.17,9.75,15.58,1187.02,2.0,2.9,200.5,26.86,420.6
2020-05-22 21:10:00,992.43,16.26,290.04,13.46,83.5,18.51,15.46,3.05,9.75,15.58,1187.54,1.73,3.2,203.4,26.72,421.1
2020-05-22 21:20:00,992.54,16.18,289.95,13.57,84.5,18.42,15.57,2.86,9.81,15.68,1187.96,1.25,1.76,244.5,26.6,423.8
2020-05-22 21:30:00,992.56,16.04,289.81,13.56,85.2,18.26,15.55,2.7,9.81,15.67,1188.56,1.56,2.34,244.1,26.5,427.5
2020-05-22 21:40:00,992.72,15.91,289.66,13.59,86.1,18.11,15.59,2.52,9.83,15.7,1189.27,1.21,1.86,240.7,26.44,430.7
2020-05-22 21:50:00,992.9,15.91,289.65,13.68,86.6,18.11,15.68,2.43,9.88,15.79,1189.45,0.7,1.28,227.5,26.52,429.5
2020-05-22 22:00:00,992.93,16.02,289.76,13.95,87.5,18.23,15.95,2.28,10.06,16.07,1188.91,0.42,1.28,88.5,26.54,428.9
2020-05-22 22:10:00,993.01,15.92,289.65,14.13,89.1,18.12,16.14,1.97,10.17,16.26,1189.33,0.64,1.34,155.6,26.52,431.5
2020-05-22 22:20:00,993.03,15.68,289.41,14.17,90.7,17.84,16.18,1.66,10.2,16.3,1190.33,0.66,1.28,205.4,26.5,432.6
2020-05-22 22:30:00,993.05,15.58,289.31,14.13,91.1,17.73,16.15,1.58,10.18,16.26,1190.77,0.56,1.12,178.7,26.46,433.8
2020-05-22 22:40:00,993.06,15.44,289.17,14.18,92.2,17.57,16.2,1.37,10.21,16.31,1191.34,0.3,0.72,283.4,26.42,436.6
2020-05-22 22:50:00,993.15,15.4,289.12,14.24,92.8,17.52,16.26,1.26,10.25,16.37,1191.59,0.26,0.68,315.1,26.33,435.9
2020-05-22 23:00:00,993.19,15.38,289.09,14.27,93.1,17.5,16.29,1.21,10.27,16.41,1191.7,0.57,1.0,222.0,26.29,435.0
2020-05-22 23:10:00,993.04,15.31,289.04,14.25,93.4,17.42,16.27,1.15,10.26,16.39,1191.82,1.28,2.0,204.7,26.24,436.8
2020-05-22 23:20:00,992.82,15.16,288.9,14.2,94.0,17.26,16.22,1.04,10.22,16.34,1192.2,1.24,1.84,212.0,26.19,443.9
2020-05-22 23:30:00,992.82,15.2,288.94,14.36,94.7,17.3,16.38,0.92,10.33,16.5,1191.96,0.64,1.2,128.8,26.12,442.8
2020-05-22 23:40:00,992.89,15.12,288.86,14.31,94.9,17.21,16.33,0.88,10.3,16.45,1192.4,1.1,2.28,128.6,26.04,448.2
2020-05-22 23:50:00,992.93,15.01,288.75,14.23,95.1,17.09,16.25,0.84,10.24,16.37,1192.94,0.9,1.72,145.9,25.95,446.2
2020-05-23 00:00:00,992.94,14.97,288.7,14.23,95.3,17.05,16.24,0.8,10.24,16.36,1193.12,0.71,1.32,164.5,25.88,444.4
2020-05-23 00:10:00,992.92,15.02,288.76,14.32,95.6,17.1,16.35,0.75,10.31,16.46,1192.84,0.32,0.72,81.9,25.8,447.3
2020-05-23 00:20:00,993.02,15.08,288.81,14.42,95.8,17.17,16.45,0.72,10.37,16.56,1192.66,0.16,0.5,346.2,25.72,449.0
2020-05-23 00:30:00,993.06,15.14,288.87,14.49,95.9,17.23,16.53,0.71,10.42,16.64,1192.43,0.26,0.92,65.95,25.66,449.4
2020-05-23 00:40:00,993.04,15.13,288.86,14.48,95.9,17.22,16.52,0.71,10.41,16.63,1192.46,0.59,1.18,131.7,25.62,447.7
2020-05-23 00:50:00,993.05,15.09,288.82,14.46,96.0,17.18,16.49,0.69,10.39,16.61,1192.64,0.74,1.28,191.3,25.58,445.3
2020-05-23 01:00:00,993.05,15.06,288.79,14.44,96.1,17.14,16.48,0.67,10.38,16.59,1192.77,1.13,1.54,216.4,25.56,445.4
2020-05-23 01:10:00,993.06,15.07,288.79,14.49,96.3,17.16,16.52,0.63,10.41,16.64,1192.72,0.42,0.88,197.4,25.53,448.0
2020-05-23 01:20:00,993.05,15.07,288.8,14.49,96.3,17.16,16.52,0.63,10.41,16.64,1192.71,1.06,1.8,159.0,25.48,453.5
2020-05-23 01:30:00,992.99,15.07,288.8,14.5,96.4,17.16,16.54,0.62,10.42,16.65,1192.63,1.16,2.28,165.1,25.42,457.8
2020-05-23 01:40:00,992.94,15.09,288.82,14.54,96.5,17.18,16.58,0.6,10.45,16.69,1192.47,0.9,1.76,166.7,25.29,461.3
2020-05-23 01:50:00,993.0,15.06,288.79,14.52,96.6,17.14,16.56,0.58,10.44,16.68,1192.68,0.79,1.44,184.3,25.29,460.8
2020-05-23 02:00:00,993.02,15.07,288.8,14.55,96.7,17.16,16.59,0.57,10.46,16.71,1192.65,0.36,0.68,155.3,25.3,462.4
2020-05-23 02:10:00,992.94,15.04,288.77,14.52,96.7,17.12,16.56,0.57,10.44,16.68,1192.69,0.53,1.24,141.3,25.27,464.1
2020-05-23 02:20:00,992.93,15.03,288.77,14.53,96.8,17.11,16.56,0.55,10.44,16.68,1192.71,0.56,1.1,149.6,25.26,467.2
2020-05-23 02:30:00,992.91,15.01,288.75,14.51,96.8,17.09,16.54,0.55,10.43,16.66,1192.78,0.53,0.94,172.6,25.24,470.0
2020-05-23 02:40:00,992.94,14.96,288.69,14.46,96.8,17.03,16.49,0.55,10.39,16.61,1193.05,0.85,1.04,235.6,25.25,474.6
2020-05-23 02:50:00,993.02,14.91,288.64,14.42,96.9,16.98,16.45,0.53,10.37,16.57,1193.37,0.74,1.12,250.0,25.28,448.1
2020-05-23 03:00:00,993.05,15.1,288.83,14.63,97.0,17.19,16.67,0.52,10.51,16.79,1192.52,0.67,1.6,251.2,25.36,429.2
2020-05-23 03:10:00,993.08,15.2,288.92,14.55,95.9,17.3,16.59,0.71,10.46,16.71,1192.18,0.74,1.52,246.9,25.41,431.2
2020-05-23 03:20:00,993.09,15.16,288.88,14.17,93.8,17.26,16.19,1.07,10.2,16.3,1192.54,1.57,3.24,257.9,25.4,428.4
2020-05-23 03:30:00,993.11,15.08,288.8,13.47,90.1,17.17,15.47,1.7,9.74,15.57,1193.22,1.99,3.8,267.3,25.38,428.7
2020-05-23 03:40:00,992.97,15.01,288.74,13.25,89.2,17.09,15.24,1.85,9.6,15.35,1193.45,1.59,3.28,273.1,25.33,429.7
2020-05-23 03:50:00,993.22,14.93,288.64,13.27,89.8,17.0,15.27,1.73,9.62,15.37,1194.07,1.13,2.36,256.0,25.25,430.3
2020-05-23 04:00:00,993.24,14.8,288.51,13.09,89.5,16.86,15.09,1.77,9.5,15.19,1194.71,1.45,2.92,239.1,25.15,429.2
2020-05-23 04:10:00,993.52,14.6,288.29,12.81,89.0,16.64,14.81,1.83,9.33,14.91,1196.01,1.83,3.44,250.8,25.05,427.8
2020-05-23 04:20:00,993.65,14.36,288.03,12.5,88.6,16.39,14.52,1.87,9.14,14.61,1197.3,1.5,2.72,251.2,24.94,427.0
2020-05-23 04:30:00,993.68,14.11,287.78,11.51,84.3,16.12,13.59,2.53,8.55,13.68,1198.8,1.68,3.24,256.0,24.82,425.6
2020-05-23 04:40:00,993.79,13.78,287.44,10.66,81.4,15.78,12.85,2.94,8.08,12.93,1200.66,1.63,2.96,275.6,24.7,424.7
2020-05-23 04:50:00,993.91,13.36,287.01,10.25,81.4,15.36,12.5,2.86,7.86,12.58,1202.73,1.92,3.54,260.4,24.59,424.8
2020-05-23 05:00:00,993.95,12.88,286.53,10.32,84.4,14.88,12.56,2.32,7.9,12.64,1204.77,1.58,2.96,246.6,24.53,425.7
2020-05-23 05:10:00,994.1,12.6,286.23,10.36,86.2,14.61,12.59,2.02,7.92,12.67,1206.11,1.66,2.64,236.5,24.36,426.0
2020-05-23 05:20:00,994.15,12.54,286.17,10.56,87.7,14.55,12.76,1.79,8.02,12.84,1206.35,0.61,1.28,239.9,24.14,427.7
2020-05-23 05:30:00,994.17,12.42,286.05,10.49,88.0,14.44,12.71,1.73,7.99,12.78,1206.91,0.81,1.68,200.2,24.06,428.0
2020-05-23 05:40:00,994.04,12.2,285.84,10.59,89.9,14.23,12.79,1.44,8.04,12.87,1207.63,1.18,1.64,214.5,23.96,431.5
2020-05-23 05:50:00,993.86,12.02,285.67,10.45,90.1,14.06,12.67,1.39,7.97,12.75,1208.23,1.18,1.48,220.1,23.85,429.7
2020-05-23 06:00:00,994.03,11.95,285.59,10.28,89.5,14.0,12.53,1.47,7.88,12.6,1208.8,1.65,2.0,230.4,23.59,430.3
2020-05-23 06:10:00,994.03,11.87,285.51,10.55,91.6,13.92,12.75,1.17,8.02,12.83,1209.05,1.92,2.32,201.7,23.38,433.4
2020-05-23 06:20:00,994.19,11.87,285.5,10.68,92.4,13.92,12.87,1.06,8.09,12.94,1209.19,1.74,2.26,215.8,23.22,434.1
2020-05-23 06:30:00,994.25,11.98,285.6,10.66,91.6,14.03,12.85,1.18,8.08,12.92,1208.8,0.62,1.24,221.5,23.09,431.7
2020-05-23 06:40:00,994.37,12.14,285.75,10.65,90.6,14.17,12.84,1.33,8.07,12.91,1208.27,0.64,1.44,215.8,23.0,431.3
2020-05-23 06:50:00,994.34,12.34,285.95,10.83,90.5,14.36,13.0,1.36,8.17,13.07,1207.32,0.61,1.2,186.9,22.97,431.9
2020-05-23 07:00:00,994.42,12.46,286.07,11.0,90.8,14.48,13.14,1.33,8.26,13.22,1206.84,0.89,1.52,190.6,22.98,431.6
2020-05-23 07:10:00,994.39,12.54,286.15,11.18,91.4,14.55,13.3,1.25,8.36,13.38,1206.39,1.19,2.32,178.6,23.05,433.2
2020-05-23 07:20:00,994.4,12.56,286.17,11.17,91.2,14.57,13.29,1.28,8.35,13.36,1206.33,0.98,1.58,198.1,23.14,433.4
2020-05-23 07:30:00,994.45,12.68,286.29,11.25,91.0,14.69,13.36,1.32,8.4,13.44,1205.84,0.87,1.4,205.4,23.25,432.5
2020-05-23 07:40:00,994.45,12.85,286.46,11.27,90.1,14.85,13.38,1.47,8.41,13.46,1205.12,1.0,1.56,200.9,23.38,432.0
2020-05-23 07:50:00,994.41,13.2,286.81,11.5,89.4,15.2,13.58,1.61,8.54,13.66,1203.51,0.94,1.6,170.6,23.55,431.5
2020-05-23 08:00:00,994.37,13.32,286.93,11.58,89.2,15.32,13.66,1.65,8.59,13.74,1202.92,1.39,2.0,145.2,23.75,432.4
2020-05-23 08:10:00,994.4,13.45,287.06,11.56,88.3,15.45,13.64,1.81,8.58,13.72,1202.42,1.31,1.92,186.7,23.99,430.1
2020-05-23 08:20:00,994.43,14.02,287.63,11.77,86.3,16.03,13.83,2.2,8.7,13.91,1199.98,1.4,2.16,196.1,24.24,427.3
2020-05-23 08:30:00,994.43,14.65,288.26,10.77,77.5,16.7,12.94,3.76,8.13,13.01,1197.76,1.67,3.28,226.1,24.56,420.3
2020-05-23 08:40:00,994.35,15.16,288.78,10.01,71.3,17.26,12.3,4.95,7.73,12.37,1195.84,1.8,3.12,238.5,24.98,415.6
2020-05-23 08:50:00,994.3,15.53,289.15,9.66,68.02,17.67,12.02,5.65,7.55,12.09,1194.37,2.04,3.32,227.5,25.43,414.7
2020-05-23 09:00:00,994.2,15.78,289.41,9.78,67.47,17.96,12.11,5.84,7.61,12.19,1193.17,1.93,3.4,213.6,25.89,413.3
2020-05-23 09:10:00,994.02,15.42,289.07,9.25,66.6,17.55,11.69,5.86,7.34,11.76,1194.64,3.66,5.29,205.1,26.33,414.4
2020-05-23 09:20:00,994.06,15.14,288.78,9.27,67.93,17.23,11.71,5.53,7.36,11.78,1195.85,3.19,4.93,229.8,26.67,414.2
2020-05-23 09:30:00,994.3,15.2,288.82,9.54,68.91,17.3,11.92,5.38,7.49,11.99,1195.78,2.83,4.08,242.4,26.84,412.9
2020-05-23 09:40:00,994.65,15.27,288.86,9.21,67.07,17.38,11.66,5.72,7.32,11.72,1196.04,3.07,5.41,251.2,26.88,412.6
2020-05-23 09:50:00,994.73,15.28,288.87,9.03,66.21,17.39,11.51,5.88,7.23,11.57,1196.16,2.73,4.81,244.1,26.84,411.7
2020-05-23 10:00:00,994.66,15.47,289.06,9.28,66.52,17.6,11.71,5.89,7.35,11.77,1195.19,1.47,3.0,249.6,26.77,410.8
2020-05-23 10:10:00,994.67,15.34,288.93,9.28,67.09,17.46,11.71,5.74,7.36,11.77,1195.75,2.0,3.16,261.3,26.7,411.4
2020-05-23 10:20:00,994.71,15.23,288.82,9.4,68.14,17.33,11.81,5.52,7.42,11.87,1196.2,1.54,2.72,244.6,26.67,411.6
2020-05-23 10:30:00,994.52,15.22,288.82,9.36,68.0,17.32,11.78,5.54,7.4,11.84,1196.03,1.45,3.04,264.2,26.64,411.9
2020-05-23 10:40:00,994.58,15.33,288.93,9.5,68.15,17.44,11.89,5.56,7.47,11.95,1195.6,1.42,2.28,252.7,26.62,411.3
2020-05-23 10:50:00,994.5,15.4,289.01,9.6,68.31,17.52,11.97,5.55,7.52,12.04,1195.17,1.23,3.0,273.8,26.61,410.9
2020-05-23 11:00:00,994.49,15.32,288.93,9.54,68.35,17.43,11.92,5.52,7.49,11.98,1195.52,1.83,3.28,267.3,26.63,411.2
2020-05-23 11:10:00,994.56,15.44,289.04,9.81,69.1,17.57,12.14,5.43,7.63,12.21,1195.0,1.06,1.96,231.7,26.66,410.4
2020-05-23 11:20:00,994.58,15.55,289.15,9.68,68.01,17.69,12.03,5.66,7.56,12.1,1194.63,1.17,2.48,266.2,26.68,410.9
2020-05-23 11:30:00,994.57,15.63,289.23,9.76,68.03,17.78,12.1,5.69,7.6,12.16,1194.24,1.19,2.72,236.1,26.73,410.9
2020-05-23 11:40:00,994.85,15.48,289.06,9.62,68.02,17.61,11.98,5.63,7.52,12.04,1195.26,2.5,4.77,264.9,26.8,412.3
2020-05-23 11:50:00,995.01,15.34,288.9,9.79,69.46,17.46,12.12,5.33,7.61,12.19,1195.97,1.27,2.88,248.2,26.85,412.9
2020-05-23 12:00:00,995.16,15.28,288.83,9.73,69.41,17.39,12.07,5.32,7.58,12.13,1196.43,1.97,4.73,261.7,26.86,413.2
2020-05-23 12:10:00,995.18,15.18,288.73,9.6,69.25,17.28,11.96,5.31,7.51,12.02,1196.91,1.75,3.4,249.0,26.82,412.9
2020-05-23 12:20:00,995.34,14.9,288.44,9.51,70.1,16.97,11.9,5.07,7.47,11.95,1198.3,2.4,8.49,274.5,26.81,414.3
2020-05-23 12:30:00,995.62,13.43,286.94,9.7,78.1,15.43,12.05,3.38,7.56,12.1,1204.72,3.89,5.89,253.1,26.75,413.7
2020-05-23 12:40:00,995.75,12.64,286.14,8.57,76.2,14.65,11.16,3.49,7.0,11.21,1208.61,4.27,7.23,258.6,26.43,412.5
2020-05-23 12:50:00,995.78,12.54,286.04,8.34,75.5,14.55,10.99,3.57,6.89,11.03,1209.15,3.48,5.73,258.2,26.02,411.4
2020-05-23 13:00:00,995.74,12.47,285.97,8.21,75.2,14.49,10.89,3.59,6.83,10.94,1209.45,3.35,5.45,257.8,25.56,410.7
2020-05-23 13:10:00,995.63,12.53,286.04,8.21,74.9,14.54,10.89,3.65,6.83,10.94,1209.05,2.58,4.97,257.1,25.12,410.3
2020-05-23 13:20:00,995.61,12.62,286.13,8.43,75.6,14.63,11.06,3.57,6.94,11.11,1208.58,2.36,4.04,257.2,24.74,409.9
2020-05-23 13:30:00,995.74,12.68,286.18,8.74,76.9,14.69,11.29,3.39,7.09,11.34,1208.37,2.04,3.0,245.0,24.45,409.7
2020-05-23 13:40:00,995.76,12.7,286.2,8.84,77.3,14.71,11.37,3.34,7.13,11.42,1208.28,2.07,3.68,258.3,24.24,409.5
2020-05-23 13:50:00,995.81,12.59,286.08,8.85,77.9,14.6,11.37,3.23,7.13,11.42,1208.8,2.35,3.88,251.8,24.1,409.8
2020-05-23 14:00:00,995.79,12.48,285.97,8.96,79.1,14.5,11.47,3.03,7.19,11.51,1209.2,2.5,4.42,237.1,24.01,409.6
2020-05-23 14:10:00,995.63,12.61,286.12,9.2,79.7,14.62,11.65,2.97,7.31,11.7,1208.37,2.37,4.0,211.9,23.96,409.6
2020-05-23 14:20:00,995.62,12.71,286.22,8.96,77.9,14.72,11.46,3.25,7.19,11.51,1208.02,1.87,3.12,217.3,23.81,409.9
2020-05-23 14:30:00,995.51,12.8,286.32,8.55,75.3,14.8,11.15,3.66,6.99,11.2,1207.66,2.15,4.32,218.7,23.7,410.9
2020-05-23 14:40:00,995.51,12.88,286.4,8.68,75.6,14.88,11.25,3.63,7.06,11.3,1207.27,2.06,3.32,236.1,23.64,410.3
2020-05-23 14:50:00,995.54,12.82,286.34,8.47,74.8,14.82,11.09,3.74,6.96,11.14,1207.63,2.48,3.92,234.3,23.62,410.9
2020-05-23 15:00:00,995.65,12.85,286.36,8.48,74.7,14.85,11.09,3.76,6.96,11.14,1207.64,2.2,4.06,247.3,23.6,410.8
2020-05-23 15:10:00,995.5,13.03,286.55,8.53,74.1,15.03,11.14,3.89,6.99,11.19,1206.68,1.56,3.6,237.5,23.6,410.3
2020-05-23 15:20:00,995.44,13.29,286.81,8.56,73.0,15.29,11.16,4.13,7.0,11.21,1205.5,2.12,3.62,245.3,23.61,409.7
2020-05-23 15:30:00,995.51,13.56,287.08,8.58,71.8,15.56,11.17,4.39,7.01,11.22,1204.44,2.68,5.65,235.6,23.66,409.1
2020-05-23 15:40:00,995.58,13.83,287.34,8.46,69.98,15.83,11.08,4.75,6.95,11.13,1203.44,2.05,3.56,242.2,23.74,409.0
2020-05-23 15:50:00,995.61,14.2,287.71,8.18,67.03,16.22,10.87,5.35,6.82,10.92,1202.02,2.54,5.45,253.5,23.87,409.0
2020-05-23 16:00:00,995.59,14.1,287.61,6.97,62.09,16.11,10.0,6.11,6.27,10.05,1202.81,3.75,6.65,253.8,24.04,410.3
2020-05-23 16:10:00,995.71,14.16,287.66,6.45,59.7,16.18,9.66,6.52,6.05,9.7,1202.86,3.4,6.41,258.0,24.22,410.5
2020-05-23 16:20:00,995.59,14.15,287.66,6.53,60.05,16.17,9.71,6.46,6.09,9.75,1202.73,3.77,6.95,251.0,24.37,409.9
2020-05-23 16:30:00,995.58,14.21,287.72,6.73,60.64,16.23,9.84,6.39,6.17,9.88,1202.41,3.5,6.61,251.2,24.47,409.2
2020-05-23 16:40:00,995.67,14.13,287.64,6.75,61.06,16.14,9.86,6.29,6.18,9.9,1202.85,3.06,5.49,264.7,24.54,409.3
2020-05-23 16:50:00,995.71,14.43,287.93,6.92,60.58,16.46,9.97,6.49,6.25,10.02,1201.58,3.95,6.69,251.4,24.59,408.8
2020-05-23 17:00:00,995.87,14.43,287.92,6.91,60.56,16.46,9.97,6.49,6.25,10.01,1201.79,2.54,4.75,264.7,24.66,409.2
2020-05-23 17:10:00,995.93,14.21,287.7,7.03,61.91,16.23,10.05,6.18,6.3,10.09,1202.74,2.26,6.21,259.3,24.74,409.3
2020-05-23 17:20:00,996.12,14.07,287.54,6.99,62.29,16.08,10.02,6.06,6.28,10.06,1203.57,2.93,6.13,260.9,24.8,409.6
